snp chr pos maf n_HDL beta_HDL se_HDL n_LDL beta_LDL se_LDL n_TC beta_TC se_TC n_TG beta_TG se_TG annot gene rs Z.tg Z.tc Z.ldl Z.hdl mvstat mvp unip
rs10161126 12 108526731 0.463 99816 -0.03244 0.004613 95370 -0.002427 0.005006 100098 -0.01515 0.004917 96512 0.001351 0.004514 2 MVK_HDL rs10161126 -0.093 -2.981 -0.357 -7.157 60.2081235000147 11.5812107954634 12.0837477301944
rs10162642 15 56364455 0.216 98397 0.0558 0.005628 93987 0.0104 0.006108 98644 0.03043 0.006005 95058 0.01183 0.005515 2 LIPC_HDL:TC:TG rs10162642 -2.18 -4.678 -1.26 -9.277 123.384174932511 24.9953204328503 19.7586590853819
rs10162675 15 61157411 0.21 98409 0.03174 0.005654 93999 0.0006987 0.006101 98656 0.006262 0.006005 95070 -0.01969 0.00551 2 LACTB_HDL rs10162675 -3.604 1.153 0.193 5.58 34.9631801546769 6.32541877214267 7.61885136054279
rs10164442 2 21059068 0.321 99892 0.01937 0.004805 95446 -0.04259 0.0052 100176 -0.03861 0.005121 96590 -0.02708 0.004719 2 APOB_LDL:TC rs10164442 -5.67 -6.889 -7.592 4.108 82.1508473870766 16.2148013539882 13.5016825261333
rs10165098 2 27650030 0.482 99892 0.01119 0.004528 95446 -0.0009869 0.004914 100176 -0.007424 0.004841 96590 -0.02886 0.00445 2 GCKR_TG:TC rs10165098 6.174 1.059 -0.202 -2.341 40.0969309854684 7.38371749439377 9.17663311491581
rs1016562 18 45397977 0.471 98409 -0.03033 0.004789 93999 -0.00484 0.005169 98656 -0.01496 0.005078 95070 0.004721 0.00463 2 LIPG_HDL:TC rs1016562 -1.036 2.599 0.708 6.463 44.9105696440982 8.38196557674488 9.98865250138031
rs1016563 18 45397891 0.123 98409 0.04289 0.007146 93999 0.02333 0.007694 98656 0.0452 0.007573 95070 0.008415 0.006982 2 LIPG_HDL:TC rs1016563 1.024 5.389 2.773 5.207 51.0197664853134 9.6553937113057 7.14965520528396
rs10165668 2 28382669 0.387 99892 0.007414 0.004724 95446 -0.008216 0.005122 100176 -0.01571 0.00503 96590 -0.03451 0.004629 2 GCKR_TG:TC rs10165668 7.744 3.125 1.769 -1.986 60.9643402548073 11.7401736212828 14.0162068433281
rs10166144 2 21307238 0.14 99892 0.006255 0.006629 95446 -0.1022 0.007122 100176 -0.09517 0.007022 96590 -0.01697 0.006569 2 APOB_LDL:TC rs10166144 2.272 13.235 14.115 -1.172 213.07847707092 44.2378364451278 44.5128390665511
rs10166647 2 21313681 0.402 99880 0.01573 0.00464 95434 -0.0475 0.005016 100164 -0.04368 0.004942 96578 -0.01517 0.004557 2 APOB_LDL:TC rs10166647 -3.526 -8.384 -9.075 3.438 98.7034624953642 19.7311701457117 18.9443254801597
rs10168031 2 21317295 0.166 99892 0.01383 0.006272 95446 -0.09401 0.00673 100176 -0.08665 0.006639 96590 -0.02269 0.006188 2 APOB_LDL:TC rs10168031 -3.488 -12.778 -13.679 2.412 202.154146497404 41.8882869493671 41.8679199617083
rs10168171 2 28085591 0.182 96859 0.0058 0.005935 92454 0.006409 0.006407 97093 0.0214 0.006302 93507 0.03983 0.005811 2 GCKR_TG:TC rs10168171 -6.927 -3.456 -1.201 -0.341 58.0187530294779 11.1213551713398 11.366674397045
rs10169543 2 21277494 0.196 99892 0.01219 0.005795 95446 -0.1147 0.006238 100176 -0.1051 0.006125 96590 -0.01948 0.005686 2 APOB_LDL:TC rs10169543 3.246 16.922 18.314 -2.575 360.59696880084 76.0442426970796 74.1938768106854
rs10170872 2 28018057 0.229 99892 0.004392 0.005416 95446 0.009611 0.005864 100176 0.02491 0.005769 96590 0.04024 0.005316 2 GCKR_TG:TC rs10170872 7.863 4.489 1.904 0.296 75.1062373896009 14.7230527120225 14.4259212352213
rs10171517 2 27943563 0.229 99892 0.00484 0.00543 95446 0.01023 0.005879 100176 0.0256 0.005783 96590 0.0398 0.005338 2 GCKR_TG:TC rs10171517 -7.698 -4.516 -1.94 -0.331 72.6376237653513 14.2011317812475 13.8594530808342
rs10172650 2 21058962 0.322 99846 0.02008 0.004813 95403 -0.04231 0.005206 100131 -0.03824 0.005128 96545 -0.02729 0.004725 2 APOB_LDL:TC rs10172650 5.725 6.835 7.56 -4.239 82.7261023365372 16.3367576447515 13.3946202136678
rs10173720 2 27708901 0.215 99872 -0.002661 0.005587 95426 0.0113 0.00608 100156 0.03 0.005985 96570 0.05867 0.005445 2 GCKR_TG:TC rs10173720 10.761 5.138 2.085 -0.271 131.938834576871 26.8242773826534 26.2790448960393
rs10173848 2 27996521 0.214 99892 0.001841 0.005591 95446 0.00968 0.006059 100176 0.02549 0.005968 96590 0.04474 0.005498 2 GCKR_TG:TC rs10173848 8.284 4.375 1.878 -0.228 79.0244856959831 15.552362749145 15.9240677862414
rs10174692 2 28515732 0.222 99892 0.002907 0.005709 95446 -0.01214 0.006199 100176 -0.02492 0.006096 96590 -0.02981 0.005631 2 GCKR_TG:TC rs10174692 5.56 3.447 1.576 -0.396 36.7693904844009 6.69691271755383 7.5689988617421
rs10175508 2 28066928 0.23 99892 0.003591 0.005414 95446 0.009115 0.005853 100176 0.0242 0.005767 96590 0.04053 0.005318 2 GCKR_TG:TC rs10175508 7.927 4.408 1.864 0.155 75.1067054355069 14.7231517106779 14.6487772922656
rs10177845 2 27977675 0.229 99892 0.004854 0.005419 95446 0.009848 0.005867 100176 0.02521 0.005771 96590 0.04019 0.005332 2 GCKR_TG:TC rs10177845 7.825 4.518 1.952 0.332 74.6747292628288 14.6317891727261 14.2944296937465
rs10178381 2 20955587 0.072 99892 0.007984 0.009925 95446 0.071 0.01065 100176 0.06818 0.01045 96590 0.01032 0.009734 2 APOB_LDL:TC rs10178381 0.981 6.553 6.602 0.52 47.8828787233879 9.00071349075743 10.3918511819148
rs1017875 11 47955794 0.195 99900 -0.03589 0.005669 95454 -0.0045 0.006123 100184 -0.0179 0.006021 96598 -0.001841 0.005506 0 n.a. rs1017875 0.328 2.943 0.966 5.797 41.6112377265348 7.69719704804305 8.17062101205682
rs10179126 2 165220040 0.375 99892 0.02695 0.004806 95446 -0.02462 0.005184 100176 -0.02069 0.005098 96590 -0.02648 0.00466 2 COBLL1_TG rs10179126 5.924 3.739 4.275 -5.285 57.1081188613612 10.9302533043663 8.50278904434066
rs10180107 2 28094029 0.182 96804 0.003925 0.005915 92402 0.006982 0.006409 97042 0.02169 0.006303 93456 0.03989 0.005811 2 GCKR_TG:TC rs10180107 -6.943 -3.498 -1.288 -0.2 57.4172555677876 10.9951160369832 11.4158277955996
rs10180615 2 43892201 0.176 99142 -0.0003858 0.006169 94696 0.03648 0.006728 99426 0.03075 0.006616 95840 -0.001306 0.006049 2 ABCG5/8_LDL:TC rs10180615 0.76 -4.215 -5.029 -0.327 28.5871781212108 5.02311743911529 6.30711397709797
rs10183198 2 21324492 0.141 99892 0.005003 0.006846 95446 -0.1002 0.007344 100176 -0.09352 0.007243 96590 -0.01554 0.006759 2 APOB_LDL:TC rs10183198 -2.067 -12.742 -13.574 1.024 197.38049810646 40.8619779004905 41.2432276251123
rs1018389 20 39343518 0.476 96908 -0.0013 0.00456 92503 0.04501 0.00493 97148 0.04077 0.004863 93562 0.01138 0.004449 2 MAFB_TC:LDL rs1018389 -2.639 -8.122 -8.827 0.408 80.0927451935166 15.7786438558973 17.9685075082466
rs10184004 2 165216635 0.406 99892 0.0265 0.004708 95446 -0.02695 0.005097 100176 -0.02359 0.005014 96590 -0.02782 0.004577 2 COBLL1_TG rs10184004 -6.384 -4.385 -4.843 5.318 65.4608381941699 12.6866186669566 9.76315780729006
rs10184054 2 21057374 0.244 96900 -0.06129 0.005334 92495 0.06966 0.005747 97140 0.05989 0.005654 93554 0.07415 0.005181 2 APOB_LDL:TC rs10184054 13.613 9.688 11.126 -10.838 301.157451666906 63.2148714694134 41.474700189227
rs10185261 2 21368720 0.31 96900 0.005911 0.00484 92495 -0.0402 0.005247 97140 -0.03692 0.005161 93554 -0.01053 0.004757 2 APOB_LDL:TC rs10185261 -2.566 -6.886 -7.473 1.548 59.7079552567508 11.4761065865784 13.1057568005132
rs10185472 2 28004858 0.221 99892 0.001484 0.005493 95446 0.009279 0.005954 100176 0.02432 0.005866 96590 0.04319 0.005397 2 GCKR_TG:TC rs10185472 8.186 4.31 1.833 -0.306 76.8117658650986 15.0839019674277 15.5685530327138
rs10188503 2 20997521 0.222 99892 0.02035 0.005557 95446 -0.04993 0.006046 100176 -0.04449 0.005941 96590 -0.02817 0.005462 2 APOB_LDL:TC rs10188503 5.399 6.803 7.658 -4.207 81.537951998337 16.0848874809761 13.7238809706057
rs10188514 2 20997545 0.347 99892 0.01977 0.005289 95446 -0.04939 0.005708 100176 -0.04229 0.00562 96590 -0.0272 0.00518 2 APOB_LDL:TC rs10188514 -4.967 -7.812 -8.71 3.589 92.301821025965 18.3695956869521 17.5173053192541
rs10189899 2 28373587 0.388 99892 0.007653 0.004724 95446 -0.008159 0.005121 100176 -0.01576 0.005034 96590 -0.03474 0.00463 2 GCKR_TG:TC rs10189899 -7.772 -3.149 -1.772 2.025 61.354782121203 11.8222722507663 14.1120652550636
rs10194882 2 226907227 0.453 99892 -0.02576 0.00466 95446 0.005234 0.00505 100176 0.0005975 0.004969 96590 0.02425 0.004567 2 IRS1_HDL:TG rs10194882 4.594 0.176 1.058 -4.814 33.5121979179851 6.02773375932805 5.82991788821951
rs10195252 2 165221337 0.405 99892 0.02651 0.004663 95446 -0.02639 0.005083 100176 -0.02307 0.004972 96590 -0.02812 0.004545 1 COBLL1_TG rs10195252 6.393 4.298 4.763 -5.34 65.0221002179491 12.5941816260204 9.78871319345746
rs10198041 2 28245966 0.278 99892 0.01006 0.00518 95446 0.00711 0.005609 100176 0.02118 0.005518 96590 0.02549 0.005072 2 GCKR_TG:TC rs10198041 4.883 3.759 1.525 1.506 38.5852312798348 7.07133848437082 5.98095074547553
rs10198175 2 20997364 0.094 99842 0.03036 0.008308 95398 -0.08403 0.008981 100126 -0.07002 0.008808 96540 -0.02525 0.008152 2 APOB_LDL:TC rs10198175 3.461 8.146 9.373 -3.137 96.604771700088 19.2845917011923 20.1518131853799
rs10198972 2 21306716 0.046 96773 -0.01902 0.01192 92364 0.1022 0.013 97055 0.08837 0.01276 93469 0.03818 0.0122 2 APOB_LDL:TC rs10198972 -2.84 -6.944 -7.842 1.767 64.6867302681602 12.5235355756252 14.353178487019
rs10199484 2 21367051 0.311 99738 0.006649 0.004853 95294 -0.04 0.005262 100022 -0.03683 0.005179 96434 -0.01072 0.004771 2 APOB_LDL:TC rs10199484 -2.583 -6.971 -7.605 1.676 61.9612559117442 11.9498287800462 13.5453016159125
rs10199768 2 21097505 0.436 99892 0.02864 0.004689 95446 -0.1134 0.005069 100176 -0.1016 0.004989 96590 -0.03977 0.004609 2 APOB_LDL:TC rs10199768 8.382 19.518 21.388 -6.212 506.974083538331 107.682357800941 100.762429281462
rs10200337 2 28115178 0.22 99892 0.007432 0.00579 95446 -0.003967 0.006269 100176 -0.01132 0.006157 96590 -0.03284 0.00564 2 GCKR_TG:TC rs10200337 -5.672 -1.676 -0.565 1.204 33.315459001904 5.98742514373055 7.85034995786558
rs10202979 2 28409780 0.094 99892 0.02794 0.008084 95446 -0.01055 0.008665 100176 -0.0172 0.008534 96590 -0.04261 0.007846 2 GCKR_TG:TC rs10202979 -4.906 -1.917 -1.285 3.219 28.0640942873837 4.91702251517733 6.03173881155282
rs10203287 2 43844333 0.068 99142 -0.004574 0.009282 94696 0.05641 0.01005 99426 0.04874 0.009865 95840 0.006392 0.008941 2 ABCG5/8_LDL:TC rs10203287 -0.045 -4.348 -4.991 0.039 26.2205066063758 4.54417585577508 6.22136045950653
rs10204832 2 28081912 0.182 99892 0.004191 0.005914 95446 0.006554 0.006406 100176 0.0217 0.006301 96590 0.04006 0.00581 2 GCKR_TG:TC rs10204832 7.263 3.726 1.335 0.133 62.7702310239665 12.1200370303062 12.4218217593643
rs10205219 2 27422069 0.39 99892 0.003207 0.004665 95446 -0.002736 0.005061 100176 -0.02459 0.00499 96590 -0.05927 0.004598 2 GCKR_TG:TC rs10205219 12.407 4.443 0.411 -0.855 175.610464085034 36.1848892049057 34.6207707841195
rs10207315 2 21049843 0.244 99892 0.01714 0.005304 95446 -0.06319 0.005762 100176 -0.058 0.005672 96590 -0.0295 0.005209 2 APOB_LDL:TC rs10207315 5.51 9.587 10.299 -3.588 126.069414016573 25.5692099953434 24.1475349160375
rs10208529 2 27639692 0.276 99892 0.01244 0.005083 95446 -0.01035 0.005499 100176 -0.03599 0.005412 96590 -0.08669 0.00502 2 GCKR_TG:TC rs10208529 -16.726 -6.167 -1.605 2.152 301.855492658049 63.3654503011543 62.0719022690363
rs10208987 2 43896639 0.074 99892 -0.00144 0.00883 95446 0.05289 0.009574 100176 0.04782 0.009401 96590 0.005788 0.008584 2 ABCG5/8_LDL:TC rs10208987 0.268 4.74 5.232 0.132 28.7845053549623 5.06317373590595 6.77550384029091
rs10209020 2 27834448 0.264 99892 -5.791e-05 0.005123 95446 0.01543 0.00556 100176 0.03107 0.005476 96590 0.05178 0.004997 2 GCKR_TG:TC rs10209020 10.207 5.664 2.864 0.087 122.615876007732 24.831155792836 23.7340492546678
rs10209126 2 28062787 0.23 99892 0.003622 0.005415 95446 0.009293 0.005854 100176 0.02427 0.005768 96590 0.04055 0.005318 2 GCKR_TG:TC rs10209126 7.918 4.416 1.885 0.152 74.9133571608964 14.6822570454585 14.6173322461343
rs1021435 8 19621547 0.424 99900 0.02556 0.004672 95454 -0.001179 0.005079 100184 -0.0007951 0.004961 96598 -0.02968 0.004562 2 LPL_TG:HDL rs1021435 5.704 0.403 0.472 -5.372 45.4777449798034 8.49990675936579 7.93170993341388
rs10221876 2 21273314 0.199 99892 0.01212 0.005764 95446 -0.1169 0.006182 100176 -0.1058 0.006092 96590 -0.01887 0.005658 2 APOB_LDL:TC rs10221876 3.185 17.221 18.819 -2.578 377.293130926897 79.6502174288246 78.277603448062
rs10221914 2 43930957 0.042 65377 0.0178 0.02178 49167 0.1457 0.02757 64536 0.1425 0.02507 49768 -0.0144 0.0263 2 ABCG5/8_LDL:TC rs10221914 -0.534 5.201 4.727 0.868 34.238389296484 6.17663287986592 6.70285449490666
rs10223421 6 31498034 0.262 99900 -0.01627 0.005368 95454 -0.03375 0.005782 100184 -0.03425 0.00569 96598 -0.001481 0.005323 2 HLA_TG rs10223421 -0.214 5.175 4.857 2.959 35.3308586694894 6.40096049668617 6.64223474961313
rs10224283 7 21524589 0.246 99900 -0.004261 0.005385 95454 -0.02813 0.005829 100184 -0.0287 0.00573 96598 -0.007167 0.005289 2 DNAH11_TC:LDL rs10224283 1.52 4.942 4.757 0.56 25.7993479288457 4.45925260768844 6.11167885881635
rs1022581 20 38576712 0.316 98409 0.000194 0.004852 93999 0.02807 0.005255 98656 0.03009 0.005171 95070 0.01119 0.004767 2 MAFB_TC:LDL rs1022581 -2.291 -5.545 -5.152 -0.085 32.0930651984721 5.73728450818047 7.53172037340104
rs102275 11 61314379 0.342 99900 -0.04737 0.004747 95454 -0.04761 0.005138 100184 -0.04832 0.005061 96598 0.04768 0.00463 2 FADS1-2-3_TG:HDL:TC:LDL rs102275 -9.996 9.643 9.4 9.73 292.101900076643 61.2616538437127 22.7994846666761
rs1023649 8 59582972 0.409 99900 -0.0002835 0.004635 95454 0.02065 0.005023 100184 0.02709 0.004921 96598 0.01435 0.004535 2 CYP7A1_TC:LDL rs1023649 -3.015 -5.066 -3.688 -0.395 28.4885566004549 5.00310459581099 6.39119388983146
rs1023652 8 59583170 0.41 99900 0.0001175 0.004633 95454 0.01997 0.00502 100184 0.02623 0.004919 96598 0.01408 0.004533 2 CYP7A1_TC:LDL rs1023652 -3.011 -4.952 -3.558 -0.469 27.494209903867 4.80158505173028 6.13398097599788
rs1025447 2 43876474 0.176 99142 -0.01179 0.005972 94696 0.03963 0.006454 99426 0.03832 0.006352 95840 0.01414 0.005844 2 ABCG5/8_LDL:TC rs1025447 -1.954 -5.71 -5.945 1.486 40.6782325265032 7.5039895303009 8.5583726355634
rs10258022 7 21550192 0.474 95716 0.0003258 0.004833 91293 0.02353 0.00521 96000 0.02859 0.005128 92418 0.01154 0.0047 2 DNAH11_TC:LDL rs10258022 -2.432 -5.169 -4.262 -0.324 27.4310146900977 4.78879391663783 6.62828598531623
rs10260606 7 44551076 0.222 96781 0.004044 0.00707 92372 -0.05025 0.007671 97063 -0.0491 0.007516 93477 -0.01473 0.006896 2 NPC1L1_TC:LDL rs10260606 2.041 6.352 6.168 -0.45 43.8770318016312 8.16721108081821 9.6725729659035
rs10269582 7 21606886 0.447 99899 0.004992 0.004589 95453 0.01889 0.004977 100183 0.02645 0.004893 96597 0.01053 0.004493 2 DNAH11_TC:LDL rs10269582 2.177 5.013 3.585 1.468 26.8397169284598 4.66920948128005 6.27093328713217
rs10275401 7 1180469 0.161 99150 -0.02305 0.006291 94704 -0.02541 0.006839 99434 -0.03506 0.006713 95848 -0.01346 0.00626 0 n.a. rs10275401 -1.884 -5.369 -3.799 -3.321 36.9418226696683 6.73242858931984 7.10141511202965
rs10277163 7 21535614 0.246 99900 -0.006274 0.005388 95454 -0.02582 0.0058 100184 -0.02925 0.005704 96598 -0.00995 0.005258 2 DNAH11_TC:LDL rs10277163 -1.823 -4.916 -4.238 -0.938 24.5087793871239 4.19965408783021 6.05388981693191
rs1028274 8 116652726 0.412 99900 -0.02918 0.004648 95454 0.01318 0.005056 100184 -0.002653 0.004968 96598 0.003785 0.004562 2 TRPS1_HDL rs1028274 0.37 -0.553 2.503 -6.196 50.2212136818308 9.48858102280176 9.23720049331474
rs1030431 8 59474251 0.351 99900 0.002658 0.004797 95454 0.03341 0.005165 100184 0.03918 0.005078 96598 0.0184 0.004684 2 CYP7A1_TC:LDL rs1030431 3.937 7.148 5.89 0.5 54.0658545892843 10.2925827031037 12.0552641671235
rs1030522 1 109702230 0.29 99900 0.005146 0.0051 95454 -0.04233 0.005551 100184 -0.03587 0.005459 96598 -0.001765 0.004989 2 SORT1_LDL:TC rs1030522 -0.339 -6.074 -6.945 0.942 52.3919858231141 9.94227025015961 11.4219796426743
rs1031045 8 19845392 0.018 83174 0.2031 0.01965 78952 -0.03593 0.0221 83457 -0.01989 0.02168 79581 -0.1803 0.02017 2 LPL_TG:HDL rs1031045 8.471 1.201 1.777 -9.69 123.5862662408 25.0385045805863 21.4781709052602
rs103294 19 59489660 0.213 84826 -0.052 0.006484 80544 -0.002512 0.006886 84921 -0.0224 0.006768 81339 0.003149 0.00612 2 LILRA3_HDL rs103294 -0.26 3.498 0.441 7.987 73.7539101068988 14.4370830305141 14.8592968773835
rs1034219 1 92795266 0.211 96908 0.0002041 0.005588 92503 0.03064 0.006046 97148 0.03369 0.005947 93562 0.008686 0.005501 2 EVI5_TC rs1034219 -1.523 -5.405 -4.957 0.052 30.7642394334959 5.46599961762685 7.18836874765056
rs1034329 22 20273938 0.2 98406 0.03438 0.005683 93996 0.01086 0.006171 98653 0.02662 0.00607 95067 0.0128 0.005579 2 UBE2L3_HDL rs1034329 2.507 4.328 1.819 5.649 58.4785193666 11.2178779808193 7.79213991205026
rs1035237 11 116233060 0.114 99900 0.02031 0.007414 95454 -0.03859 0.008029 100184 -0.06541 0.007876 96598 -0.1095 0.007149 2 APOA1_TG:TC:HDL:LDL rs1035237 -15.118 -8.222 -4.702 2.245 247.530562515788 51.6544849515443 50.9092881189513
rs1035559 16 70589361 0.399 98409 -0.00523 0.004658 93999 -0.02333 0.005061 98656 -0.02642 0.004946 95070 -0.01027 0.004549 2 HPR_TC:LDL rs1035559 -2.693 -5.047 -4.279 -0.761 27.3610136780446 4.77462758013321 6.34794584462636
rs1037040 15 56400238 0.289 98409 0.0379 0.005037 93999 0.007851 0.005469 98656 0.02365 0.005379 95070 0.01111 0.004942 2 LIPC_HDL:TC:TG rs1037040 2.369 3.919 0.903 7.281 82.7343903974827 16.3385148929228 12.4797068867832
rs1037041 15 56400337 0.393 98347 0.03241 0.004652 93940 0.01088 0.005038 98594 0.02316 0.004955 95008 0.009182 0.004558 2 LIPC_HDL:TC:TG rs1037041 -2.29 -4.299 -1.637 -6.685 72.5122351175174 14.1746341956955 10.6365297170775
rs1037814 4 88268874 0.395 99900 0.02131 0.004622 95454 -0.01748 0.005009 100184 -0.01847 0.004932 96598 -0.03041 0.004541 2 KLHL8_TG rs1037814 -6.551 -3.817 -3.507 4.72 56.8225363118127 10.8703432331509 10.2429605202323
rs1038693 2 28385813 0.387 99892 0.007585 0.004726 95446 -0.008805 0.005124 100176 -0.01596 0.005036 96590 -0.03466 0.004631 2 GCKR_TG:TC rs1038693 -7.77 -3.172 -1.876 2.024 61.3973469020102 11.8312233935927 14.1052071049621
rs10401193 19 19452066 0.17 98369 -0.002279 0.006015 93959 0.03298 0.006557 98616 0.04439 0.006443 95030 0.03328 0.005874 2 CILP2_TC:TG:LDL rs10401193 6.072 6.891 4.924 0.141 64.9774672704681 12.5847790166505 11.256478172309
rs10401969 19 19268718 0.069 98393 -0.01256 0.009701 93983 0.1088 0.01057 98640 0.141 0.01041 95054 0.1131 0.00959 1 CILP2_TC:TG:LDL rs10401969 11.282 12.934 9.618 -0.555 224.493149913555 46.69404304024 37.5385561281861
rs10402271 19 50021054 0.335 98343 -0.02115 0.00478 93934 0.09262 0.005182 98587 0.07476 0.005105 95001 0.01299 0.004678 2 APOE_LDL:TC:HDL rs10402271 -2.726 -13.747 -16.745 4.287 295.41333946281 61.9758611568961 62.2104864395616
rs10403668 19 10547123 0.147 98409 0.002276 0.006768 93999 0.03404 0.007272 98656 0.03459 0.007107 95070 0.002885 0.006549 2 LDLR_LDL:TC rs10403668 0.011 -4.902 -4.867 -0.392 28.8876859546144 5.08412592516367 6.02289015967181
rs10410 1 109623927 0.104 99900 0.000924 0.008195 95454 -0.0497 0.008702 100184 -0.03973 0.008544 96598 0.006045 0.007735 2 SORT1_LDL:TC rs10410 -0.555 4.656 5.669 -0.29 35.5745080375246 6.45104296113891 7.84274465966793
rs10413089 19 50147428 0.163 77438 0.006458 0.007434 73275 0.0314 0.007683 77530 0.01808 0.007535 73949 -0.0218 0.006956 2 APOE_LDL:TC:HDL rs10413089 -3.445 2.385 3.909 0.67 33.465095263887 6.01808196964243 4.03301882958622
rs10414830 19 19423332 0.337 98409 0.001066 0.004766 93999 -0.01906 0.005175 98656 -0.02552 0.005097 95070 -0.02163 0.004668 2 CILP2_TC:TG:LDL rs10414830 -4.937 -4.924 -3.406 0.057 37.459849732921 6.83917758454804 6.10054354370768
rs10414874 19 49849877 0.04 33632 0.04519 0.0204 33064 -0.1493 0.02261 33850 -0.1069 0.02244 33711 0.01766 0.02153 2 APOE_LDL:TC:HDL rs10414874 -1.44 4.262 6.2 -2.309 55.3084891644414 10.552896859712 9.24823481421788
rs10415849 19 19366087 0.112 98356 -0.011 0.007091 93947 0.06428 0.007718 98603 0.07814 0.007597 95017 0.06163 0.006927 2 CILP2_TC:TG:LDL rs10415849 -8.871 -10.02 -7.956 0.838 135.903733531926 27.6725747429552 22.9048203727215
rs10416371 19 50351976 0.451 98409 -0.006796 0.005111 93999 0.03068 0.005545 98656 0.01783 0.005462 95070 -0.007738 0.005022 2 APOE_LDL:TC:HDL rs10416371 -2.011 2.798 4.956 -1.702 39.8206465985345 7.32658279418611 6.14291357885873
rs10417443 19 10990429 0.454 98409 -0.007438 0.004745 93999 0.04967 0.005147 98656 0.04052 0.00506 95070 0.001888 0.004626 2 LDLR_LDL:TC rs10417443 0.38 7.834 9.323 -1.915 95.9097654545539 19.1367449342332 19.9465513683905
rs10418460 19 49497276 0.012 6317 0.08372 0.1136 17728 0.05241 0.07245 6339 -0.1915 0.1113 17028 -0.00669 0.07494 2 APOE_LDL:TC:HDL rs10418460 0.083 -1.716 0.945 0.321 43.276339790801 8.04249646915853 1.06468401488801
rs10419669 19 49989909 0.072 70044 -0.02969 0.01318 66068 0.08749 0.01392 70141 0.0687 0.01348 66555 0.001927 0.01262 2 APOE_LDL:TC:HDL rs10419669 0.153 4.646 5.712 -1.954 39.7679729781789 7.31569220687873 7.95211759085298
rs10419912 19 19458055 0.338 98277 0.0005031 0.004771 93867 -0.01783 0.005191 98518 -0.02522 0.005104 94932 -0.02164 0.004672 2 CILP2_TC:TG:LDL rs10419912 -4.916 -4.872 -3.243 -0.049 37.2992015054331 6.80606496594571 6.05388981693191
rs1042031 2 21079258 0.185 99892 -0.01386 0.005896 95446 -0.06181 0.006363 100176 -0.05736 0.006269 96590 0.01491 0.005784 2 APOB_LDL:TC rs1042031 2.147 -9.399 -9.982 -1.834 128.110228504092 26.0055012134177 22.7381532691903
rs1042034 2 21078786 0.225 99892 -0.0658 0.005472 95446 0.06409 0.005885 100176 0.05304 0.005792 96590 0.07804 0.005306 1 APOB_TG:HDL rs1042034 14.172 8.687 10.284 -11.507 306.851984295562 64.4433413700624 44.8646915586028
rs1042141 6 31191445 0.468 99900 -0.006251 0.004577 95454 -0.01508 0.004977 100184 -0.02593 0.004896 96598 -0.02401 0.004482 2 HLA_TG rs1042141 -4.952 -4.74 -2.813 -1.102 40.3805487662759 7.44238817248225 6.13398097599788
